id,text,sentiment
1557492995750088704,@F1 @McLarenF1 😂😂 lol,0
1557491524103028742,@F1 @McLarenF1 Ce graph est terrible,0
1557503033780715520,@F1 @McLarenF1 It’s unclear to me why Ricciardo would want to stay with McLaren at this point. He’s an excellent dr… https://t.co/8q4dUU5uOO,0
1557502994455101440,@F1 @McLarenF1 You guys are just rubbing it in now.,0
1557502655387369473,@F1 @McLarenF1 Mamma mia che schiaffi si sta prendendo Ricciardo,0
1557499735602352128,"@F1 @McLarenF1 Who is Ricciardo, and why he isn’t cleaning my toilet?",1
1557505642025439232,@F1 @McLarenF1 No Hate Just Facts 🤷‍♂️ https://t.co/NjLldplLCU,0
1557505132224561152,@F1 @McLarenF1 and yet DR's fans still thinking that Dan&gt;Nor,1
1557513620229017600,@F1 @McLarenF1 we didn’t need any more reminders 😭,0
1557530352264290304,@F1 @McLarenF1 Give Ricciardo a more efficient car that fits his drive style 😤,2
